income_per_month,years_in_school,property_value
2950.423792,12,375093.5162
3585.899685,12,696602.2445
1770.254275,13,214339.1521
3404.335144,12,535847.8805
4085.202173,16,648375.935
14298.20761,16,1272638.716
4357.548985,15,334904.9252
907.8227051,16,179509.0399
1815.64541,14,308112.5312
1861.036546,12,937733.7905
653.6323477,17,1473581.671
12754.90901,17,535847.8805
6581.714612,16,1406600.686
2905.032656,12,669809.8505
2042.601087,12,241131.5462
1815.64541,17,517093.2045
2160.618038,16,241131.5462
2678.07698,13,133961.9701
2042.601087,16,519772.444
1634.080869,12,803771.8205
3131.988333,14,482263.0923
4629.895796,16,535847.8805
2723.468115,12,267923.9402
4675.286931,16,602828.8655
5492.327366,14,479583.8529
3722.073091,14,348301.1222
3268.161739,16,1607543.641
3631.290821,16,348301.1222
3268.161739,16,1741505.611
12527.95333,17,2813201.372
1951.818816,14,254527.7432
5038.416014,13,616225.0625
5900.847583,17,803771.8205
30820.58084,17,884149.0025
3812.855362,13,375093.5162
6944.843694,16,1071695.761
4175.984444,13,334904.9252
30185.10495,17,2706031.796
1316.342922,12,482263.0923
3585.899685,16,442074.5013
2678.07698,12,200942.9551
4085.202173,13,442074.5013
1180.169517,11,133961.9701
5900.847583,16,482263.0923
2269.556763,12,107169.5761
2678.07698,12,321508.7282
2723.468115,11,562640.2745
11257.00154,16,2679239.402
3722.073091,16,1004714.776
1270.951787,16,428678.3043
2042.601087,8,174150.5611
1361.734058,13,227735.3492
14842.90123,17,1339619.701
2042.601087,12,803771.8205
499.3024878,14,342942.6434
8533.533428,16,776979.4265
4085.202173,12,198263.7157
7625.710723,16,8037718.205
953.2138404,12,29471.63342
1724.86314,12,321508.7282
17203.24026,17,4018859.102
3812.855362,15,407244.3891
1361.734058,16,482263.0923
2496.512439,13,535847.8805
8170.404346,14,509055.4865
13617.34058,16,1473581.671
3722.073091,12,736790.8355
3358.944009,12,241131.5462
1089.387246,17,937733.7905
1452.516328,16,937733.7905
5583.109637,17,1741505.611
41487.49762,17,4286783.043
12300.99765,16,2143391.521
1134.778381,12,359018.0798
3313.552874,12,393848.192
2405.730169,14,482263.0923
6037.020989,13,321508.7282
22740.95876,12,535847.8805
1724.86314,16,348301.1222
1407.125193,12,275961.6584
680.8670289,14,168792.0823
3222.770603,14,267923.9402
1497.907463,14,26792.39402
25055.90666,17,2478296.447
1361.734058,12,1071695.761
435.7548985,8,198263.7157
22695.56763,16,2009429.551
2995.814927,16,200942.9551
3131.988333,16,214339.1521
1815.64541,14,1018110.973
2405.730169,14,669809.8505
2178.774492,15,227735.3492
4357.548985,14,870752.8055
1361.734058,13,267923.9402
726.2581641,12,720715.399
2541.903574,12,187546.7581
7171.799371,14,8037718.205
3313.552874,14,53584.78805
9486.747269,12,1687920.823
3177.379468,15,321508.7282
29731.19359,17,5358478.805
6173.194395,12,241131.5462
1634.080869,16,259886.222
4720.678067,17,870752.8055
26190.68504,17,11922615.34
23648.78147,16,3483011.222
5446.936231,14,482263.0923
2541.903574,11,334904.9252
22377.82968,16,870752.8055
5673.891907,16,629621.2595
2269.556763,17,401885.9102
36993.77523,16,3349049.252
3449.72628,14,747507.793
817.0404346,12,401885.9102
680.8670289,16,1184223.816
22377.82968,17,2679239.402
4357.548985,16,884149.0025
6354.758936,17,669809.8505
4493.72239,11,2679239.402
3722.073091,14,40188.59102
2995.814927,14,589432.6685
6037.020989,12,176829.8005
3404.335144,11,241131.5462
5900.847583,12,2009429.551
7262.581641,16,991318.5785
26780.7698,15,2612258.417
453.9113526,8,321508.7282
22695.56763,16,3215087.282
1043.996111,16,525130.9225
1089.387246,16,147358.1671
2042.601087,12,348301.1222
1270.951787,16,377772.7556
1180.169517,11,93773.37905
16794.72005,16,2679239.402
2678.07698,14,567998.753
2360.339033,12,482263.0923
5446.936231,12,482263.0923
31.77379468,17,2679239.402
1043.996111,13,200942.9551
544.6936231,13,93773.37905
2178.774492,14,200942.9551
5583.109637,14,468866.8953
2632.685845,12,254527.7432
6536.323477,12,409923.6285
1134.778381,9,80377.18205
1588.689734,15,40188.59102
3631.290821,16,401885.9102
8578.924564,16,468866.8953
12119.43311,17,991318.5785
9214.400457,12,1875467.581
1906.427681,14,803771.8205
726.2581641,12,535847.8805
3989.880789,12,937733.7905
2678.07698,13,160754.3641
3858.246497,14,310791.7706
5129.198284,17,369735.0374
1180.169517,11,80377.18205
3812.855362,16,857356.6085
1679.472005,16,294716.3342
2678.07698,12,361697.3192
2087.992222,12,468866.8953
5310.762825,16,482263.0923
3540.50855,17,937733.7905
3177.379468,13,372414.2768
4085.202173,12,455470.6983
1811.106297,16,348301.1222
4856.851473,13,401885.9102
1134.778381,12,174150.5611
1951.818816,12,227735.3492
13708.12285,16,1138676.746
17566.36934,16,5090554.865
1270.951787,12,267923.9402
2451.121304,16,388489.7132
1815.64541,12,225056.1098
14797.51009,17,2009429.551
18020.2807,16,2732824.19
1497.907463,13,308112.5312
998.6049757,17,267923.9402
862.4315699,6,359018.0798
10122.22316,17,1071695.761
3540.50855,12,294716.3342
2859.641521,14,401885.9102
14162.0342,17,1165469.14
32908.57306,17,2679239.402
4584.504661,16,321508.7282
7126.408235,16,1138676.746
862.4315699,9,53584.78805
8624.315699,17,937733.7905
3676.681956,16,2143391.521
1043.996111,13,93773.37905
8079.622076,16,927016.833
13844.29625,16,2679239.402
2995.814927,12,321508.7282
1089.387246,16,334904.9252
36358.29934,16,1741505.611
907.8227051,8,21433.91521
2133.383357,12,275961.6584
4448.331255,16,1339619.701
2950.423792,12,1138676.746
19200.45021,17,1339619.701
3131.988333,12,401885.9102
4493.72239,16,495659.2893
5628.500772,16,1942448.566
340.4335144,12,334904.9252
5446.936231,12,803771.8205
3422.491598,15,937733.7905
2042.601087,17,870752.8055
6990.23483,17,643017.4565
28687.19748,16,28158806.11
817.0404346,9,117886.5337
11393.17495,17,1339619.701
5655.735453,12,632300.499
13617.34058,16,2277353.492
1225.560652,9,267923.9402
3041.206062,12,455470.6983
5310.762825,14,870752.8055
2723.468115,13,696602.2445
2768.859251,13,597470.3865
3177.379468,17,348301.1222
1361.734058,12,602828.8655
5174.589419,16,669809.8505
5446.936231,17,937733.7905
12255.60652,12,3215087.282
19336.62362,17,1473581.671
3631.290821,16,348301.1222
4902.242608,14,669809.8505
1679.472005,16,468866.8953
1066.691679,13,292037.0948
4993.024878,14,1138676.746
1588.689734,12,184867.5187
2269.556763,9,214339.1521
2905.032656,16,257206.9826
5356.15396,17,669809.8505
2087.992222,15,401885.9102
1089.387246,12,80377.18205
2950.423792,12,803771.8205
8442.751158,17,1272638.716
2178.774492,12,361697.3192
680.8670289,12,225056.1098
3313.552874,16,401885.9102
5946.238719,14,937733.7905
2905.032656,13,53584.78805
20562.18427,17,4554706.983
1679.472005,12,107169.5761
2360.339033,12,803771.8205
1452.516328,12,174150.5611
1770.254275,16,364376.5586
10439.96111,17,2143391.521
23694.1726,17,3483011.222
544.6936231,13,401885.9102
13299.60263,17,1058299.564
2632.685845,14,803771.8205
3177.379468,12,937733.7905
1634.080869,17,375093.5162
7035.625965,16,937733.7905
635.4758936,12,1473581.671
998.6049757,16,1339619.701
5991.629854,12,265244.7008
6082.412124,16,643017.4565
2768.859251,12,1339619.701
1407.125193,9,192905.2369
4539.113526,13,803771.8205
25146.68893,17,1339619.701
2314.947898,12,482263.0923
2496.512439,12,348301.1222
10439.96111,17,1607543.641
7489.537317,16,1205657.731
2496.512439,12,803771.8205
726.2581641,12,21433.91521
1906.427681,12,471546.1347
577.3752405,8,133961.9701
3131.988333,16,803771.8205
1815.64541,16,1071695.761
3177.379468,12,254527.7432
5265.37169,14,294716.3342
1724.86314,12,214339.1521
322.2770603,9,350980.3616
1225.560652,9,160754.3641
2496.512439,14,388489.7132
3313.552874,13,669809.8505
2496.512439,12,468866.8953
39944.19903,17,2009429.551
2950.423792,17,401885.9102
5401.545096,16,1393204.489
2678.07698,16,482263.0923
24465.8219,16,2612258.417
5265.37169,14,348301.1222
6536.323477,14,442074.5013
27688.59251,17,3750935.162
14025.86079,17,1607543.641
1361.734058,9,1339.619701
5946.238719,15,870752.8055
1089.387246,12,447432.9801
11211.61041,12,2679239.402
2632.685845,12,803771.8205
6082.412124,16,1607543.641
1270.951787,9,254527.7432
9078.227051,16,937733.7905
2905.032656,12,1607543.641
6127.80326,16,1146714.464
1452.516328,12,321508.7282
1089.387246,12,267923.9402
4766.069202,12,482263.0923
3131.988333,16,423319.8255
1770.254275,12,401885.9102
1815.64541,14,616225.0625
2087.992222,12,91857.7229
12074.04198,17,3215087.282
3358.944009,14,468866.8953
381.2855362,16,214339.1521
2768.859251,12,348301.1222
4085.202173,16,683206.0475
1815.64541,14,262565.4614
5900.847583,14,294716.3342
2632.685845,17,750187.0325
1588.689734,17,2277353.492
3268.161739,9,187546.7581
1543.298599,12,482263.0923
34497.2628,17,23577306.74
8533.533428,12,803771.8205
4312.157849,17,1473581.671
3313.552874,14,1071695.761
3812.855362,12,214339.1521
10213.00543,13,3483011.222
4856.851473,14,643017.4565
590.0847583,14,214339.1521
18610.36546,17,8037718.205
5083.807149,16,1607543.641
3722.073091,12,643017.4565
5174.589419,14,1607543.641
2995.814927,14,348301.1222
726.2581641,12,133961.9701
3363.483123,12,120565.7731
3631.290821,13,353659.601
22196.26514,17,2679239.402
23648.78147,16,4554706.983
2723.468115,12,428678.3043
3404.335144,10,522451.6835
4221.375579,12,401885.9102
971.3702945,12,1339619.701
4539.113526,12,348301.1222
16567.76437,16,1205657.731
6854.061424,16,696602.2445
11847.0863,16,736790.8355
1089.387246,12,13396.19701
4266.766714,16,696602.2445
1815.64541,12,503697.0075
1270.951787,12,401885.9102
4266.766714,17,361697.3192
2859.641521,15,321508.7282
1043.996111,9,115207.2943
5174.589419,16,589432.6685
33997.96031,17,8037718.205
2768.859251,16,803771.8205
363.1290821,12,2679.239402
2269.556763,16,1224412.407
1270.951787,12,342942.6434
35677.43231,17,13396197.01
35359.69437,16,8573566.085
2541.903574,10,120565.7731
5446.936231,16,857356.6085
771.6492994,12,139320.4489
26916.94321,16,6349797.38
2587.29471,16,415282.1073
10984.65473,17,803771.8205
1089.387246,4,80377.18205
2950.423792,17,1406600.686
1316.342922,12,160754.3641
862.4315699,12,200942.9551
21333.83357,17,983280.8605
4584.504661,12,1004714.776
1588.689734,9,227735.3492
5991.629854,12,506376.247
6173.194395,16,2947163.342
453.9113526,12,208980.6733
6581.714612,16,884149.0025
3858.246497,13,1055620.324
4856.851473,16,736790.8355
3131.988333,16,752866.272
2269.556763,16,6430174.565
6263.976665,17,803771.8205
9668.31181,16,1002035.536
3268.161739,14,80377.18205
3404.335144,13,669809.8505
2723.468115,12,991318.5785
4312.157849,12,602828.8655
1543.298599,17,790375.6235
3495.117415,16,1366412.095
5083.807149,14,214339.1521
3540.50855,13,1071695.761
6354.758936,16,535847.8805
21243.0513,16,1031507.17
3358.944009,12,937733.7905
7943.44867,16,1875467.581
4947.633743,17,602828.8655
3177.379468,12,187546.7581
2314.947898,14,32150.87282
2451.121304,16,774300.187
11915.173,17,937733.7905
3358.944009,16,736790.8355
4221.375579,13,425999.0649
3676.681956,12,133961.9701
4539.113526,17,669809.8505
1361.734058,12,107169.5761
1724.86314,12,425999.0649
11937.86857,16,1079733.479
3812.855362,14,361697.3192
1497.907463,13,200942.9551
1043.996111,3,1205657.731
862.4315699,14,535847.8805
2496.512439,12,401885.9102
28369.45954,17,4554706.983
862.4315699,14,321508.7282
1783.871616,12,241131.5462
6400.150071,17,267923.9402
2269.556763,12,294716.3342
4584.504661,12,1661128.429
1951.818816,12,838601.9325
4312.157849,14,93773.37905
4720.678067,14,696602.2445
6173.194395,17,482263.0923
1497.907463,13,281320.1372
11347.78381,17,2009429.551
3812.855362,16,506376.247
4947.633743,17,1835278.99
2950.423792,14,501017.768
7580.319588,16,843960.4115
5446.936231,13,1071695.761
1134.778381,11,227735.3492
1497.907463,14,1071695.761
1815.64541,16,174150.5611
544.6936231,9,677847.5685
4993.024878,16,1607543.641
2814.250386,12,241131.5462
1089.387246,13,401885.9102
440.294012,16,699281.484
1134.778381,12,13396.19701
771.6492994,12,227735.3492
2632.685845,13,254527.7432
4357.548985,17,1875467.581
8715.097969,12,991318.5785
2360.339033,17,937733.7905
9668.31181,16,1741505.611
1407.125193,6,198263.7157
4175.984444,17,1071695.761
817.0404346,10,147358.1671
2541.903574,14,428678.3043
544.6936231,10,669809.8505
6037.020989,14,857356.6085
1180.169517,12,99131.85785
1043.996111,12,482263.0923
1588.689734,14,294716.3342
6490.932342,13,1607543.641
3404.335144,17,254527.7432
1452.516328,8,468866.8953
4947.633743,15,401885.9102
2814.250386,14,878790.5235
11892.47744,17,589432.6685
2768.859251,16,217018.3915
6990.23483,15,1473581.671
3812.855362,15,334904.9252
5356.15396,17,1339619.701
907.8227051,16,233093.828
962.2920675,12,241131.5462
39808.02562,17,5358478.805
2451.121304,12,535847.8805
2723.468115,16,200942.9551
771.6492994,14,517093.2045
3722.073091,16,723394.6385
3676.681956,11,428678.3043
3495.117415,13,535847.8805
1043.996111,12,206301.4339
1316.342922,14,535847.8805
2859.641521,12,267923.9402
1316.342922,7,267923.9402
1634.080869,12,267923.9402
14979.07463,17,1875467.581
4085.202173,17,535847.8805
2442.043077,12,428678.3043
3222.770603,16,1896901.497
8170.404346,16,803771.8205
2587.29471,12,361697.3192
7852.666399,16,2679239.402
2678.07698,14,147358.1671
3358.944009,16,870752.8055
1043.996111,17,843960.4115
1043.996111,17,4018859.102
54.46936231,14,401885.9102
2541.903574,12,857356.6085
2632.685845,16,235773.0674
2905.032656,14,535847.8805
4811.460337,12,455470.6983
32908.57306,16,13396197.01
17384.8048,17,1741505.611
2451.121304,14,227735.3492
3812.855362,12,415282.1073
2042.601087,14,1071695.761
1089.387246,12,487621.5711
2496.512439,17,2411315.462
7262.581641,17,1687920.823
907.8227051,12,214339.1521
1270.951787,11,107169.5761
998.6049757,12,10716.95761
1270.951787,13,348301.1222
3404.335144,13,535847.8805
7444.146182,14,803771.8205
18837.32113,16,1098488.155
3585.899685,15,241131.5462
921.4400457,12,241131.5462
2360.339033,17,294716.3342
5492.327366,12,267923.9402
381.2855362,11,93773.37905
23104.08785,16,1339619.701
771.6492994,8,348301.1222
13617.34058,17,1808486.596
590.0847583,12,147358.1671
1407.125193,9,361697.3192
4539.113526,14,460829.1771
4402.94012,12,4206405.861
1770.254275,14,803771.8205
4085.202173,12,937733.7905
1407.125193,12,361697.3192
12391.77993,17,843960.4115
1724.86314,16,1071695.761
3631.290821,16,803771.8205
5537.718501,15,1205657.731
22786.3499,17,1071695.761
3631.290821,17,669809.8505
1452.516328,12,709998.4415
3041.206062,14,214339.1521
2768.859251,17,2143391.521
2042.601087,13,559961.035
2723.468115,14,310791.7706
1361.734058,14,80377.18205
4448.331255,16,1004714.776
8034.230941,17,709998.4415
862.4315699,9,69660.22445
1951.818816,13,267923.9402
4947.633743,16,1071695.761
4539.113526,16,455470.6983
1497.907463,16,254527.7432
862.4315699,14,533168.641
14979.07463,15,4554706.983
3495.117415,13,227735.3492
12845.69128,17,803771.8205
3086.597197,16,1741505.611
3222.770603,12,664451.3715
408.5202173,5,107169.5761
10167.6143,17,1578072.008
1679.472005,12,460829.1771
590.0847583,16,160754.3641
2587.29471,16,428678.3043
2950.423792,14,549244.0775
2178.774492,12,468866.8953
5446.936231,16,324187.9676
10303.7877,17,1473581.671
25328.25347,17,4688668.953
2723.468115,14,345621.8828
3041.206062,13,442074.5013
29958.14927,16,4822630.923
1270.951787,12,241131.5462
907.8227051,12,361697.3192
3949.028767,12,468866.8953
2905.032656,16,321508.7282
1951.818816,12,415282.1073
22695.56763,4,1393204.489
10666.91679,17,2679239.402
3449.72628,14,267923.9402
2314.947898,16,415640.3216
1270.951787,12,669809.8505
3495.117415,17,3750935.162
40080.37243,17,1071695.761
13844.29625,17,1473581.671
680.8670289,16,1071695.761
3131.988333,12,241131.5462
10394.56997,17,1527166.459
5900.847583,17,736790.8355
317.7379468,12,2143391.521
680.8670289,11,241131.5462
2541.903574,16,602828.8655
499.3024878,16,442074.5013
1043.996111,17,353659.601
7852.666399,17,1071695.761
5446.936231,12,401885.9102
1134.778381,17,884149.0025
7988.839805,16,736790.8355
10031.44089,17,1071695.761
3812.855362,17,1018110.973
28006.33045,16,3483011.222
2087.992222,17,2545277.432
8397.360023,17,964526.1845
1724.86314,16,1071695.761
15705.3328,12,1607543.641
1043.996111,14,107169.5761
3585.899685,17,527810.162
2038.061973,16,375093.5162
16976.28459,17,4018859.102
4085.202173,14,562640.2745
9759.09408,17,2277353.492
20017.49065,17,3483011.222
1906.427681,14,241131.5462
2133.383357,16,187546.7581
3540.50855,14,375093.5162
989.98066,12,442074.5013
2360.339033,16,602828.8655
1134.778381,12,321508.7282
5492.327366,16,2143391.521
771.6492994,12,9377.337905
2859.641521,17,294716.3342
4130.593308,16,557281.7955
3358.944009,12,127531.7955
7943.44867,16,6028288.655
18156.4541,17,5278101.62
7988.839805,17,803771.8205
5583.109637,17,1071695.761
8896.66251,13,843960.4115
3495.117415,16,238452.3068
544.6936231,4,107169.5761
2995.814927,16,4018859.102
2678.07698,16,428678.3043
4402.94012,16,803771.8205
3631.290821,12,803771.8205
1543.298599,12,522451.6835
998.6049757,16,214339.1521
29413.45565,17,2625654.614
6490.932342,17,1004714.776
4539.113526,17,817168.0175
2042.601087,14,348301.1222
2314.947898,15,482263.0923
953.2138404,3,66980.98505
4130.593308,12,1152072.943
31092.92765,17,1607543.641
2360.339033,12,401885.9102
2224.165628,17,468866.8953
7353.363912,17,407244.3891
9078.227051,16,1138676.746
862.4315699,12,125924.2519
4380.244552,16,200942.9551
4766.069202,13,308112.5312
1407.125193,12,195584.4763
771.6492994,16,388489.7132
2950.423792,13,691243.7655
2360.339033,14,643017.4565
2768.859251,15,428678.3043
1724.86314,12,40188.59102
907.8227051,16,321508.7282
14752.11896,17,6698098.505
9940.658621,16,1071695.761
2905.032656,12,442074.5013
2246.861195,14,187546.7581
2723.468115,12,334904.9252
3268.161739,13,238452.3068
11438.56608,17,884149.0025
5219.980555,16,388489.7132
544.6936231,13,219697.6309
4357.548985,17,937733.7905
4520.049249,17,1071695.761
1134.778381,12,133961.9701
544.6936231,13,40188.59102
3858.246497,15,468866.8953
5764.674178,17,1272638.716
408.5202173,17,803771.8205
998.6049757,16,482263.0923
5265.37169,17,348301.1222
22695.56763,17,1205657.731
7534.928453,12,830564.2145
3131.988333,13,592111.9075
19155.05908,16,1286034.913
1770.254275,13,26792.39402
38582.46497,16,4286783.043
4221.375579,16,509055.4865
6854.061424,16,1205657.731
6808.670289,16,1607543.641
3404.335144,12,375093.5162
10076.83203,16,787696.384
6944.843694,12,375093.5162
1679.472005,13,401885.9102
5446.936231,14,535847.8805
2178.774492,12,200942.9551
3458.804507,14,1339619.701
3994.419903,14,401885.9102
1089.387246,12,401885.9102
2042.601087,12,21433.91521
2087.992222,16,200942.9551
2451.121304,16,696602.2445
1270.951787,13,267923.9402
4448.331255,12,40188.59102
2950.423792,14,602828.8655
7262.581641,13,750187.0325
544.6936231,9,870752.8055
5492.327366,17,514413.965
2269.556763,12,348301.1222
5537.718501,12,227735.3492
2768.859251,14,471546.1347
1407.125193,14,214339.1521
2723.468115,17,254527.7432
6672.496883,16,482263.0923
1407.125193,14,348301.1222
6808.670289,12,576036.4715
2178.774492,16,267923.9402
12346.38879,17,2947163.342
3903.637632,11,241131.5462
4766.069202,16,1875467.581
2405.730169,16,442074.5013
2859.641521,16,803771.8205
5655.735453,16,1071695.761
8851.271375,13,589432.6685
1407.125193,4,838601.9325
3313.552874,16,1607543.641
5583.109637,14,790375.6235
4175.984444,11,696602.2445
8306.577752,13,509055.4865
3268.161739,12,367055.798
453.9113526,11,160754.3641
2814.250386,12,723394.6385
6990.23483,15,1071695.761
1815.64541,7,93773.37905
24193.47509,17,1607543.641
3041.206062,12,2009429.551
5038.416014,16,841281.172
1861.036546,12,803771.8205
1138.863584,12,198263.7157
6627.105748,16,1473581.671
2269.556763,14,1071695.761
2678.07698,16,535847.8805
1316.342922,9,375093.5162
4039.811038,17,535847.8805
1497.907463,11,294716.3342
2768.859251,12,1607543.641
20289.83746,17,803771.8205
726.2581641,12,696602.2445
544.6936231,16,107169.5761
3177.379468,16,348301.1222
2496.512439,16,1205657.731
3177.379468,16,1004714.776
4584.504661,13,736790.8355
1452.516328,14,364376.5586
1180.169517,12,318004.2831
2405.730169,16,506376.247
1906.427681,12,313471.01
7898.057535,12,292037.0948
5719.283042,16,1044903.367
14116.64306,13,2223768.703
3472.421847,16,589432.6685
5129.198284,17,1098488.155
3858.246497,16,937733.7905
4675.286931,12,637658.9775
3540.50855,14,643017.4565
9532.138404,16,1205657.731
4039.811038,12,401885.9102
3812.855362,16,388489.7132
15841.5062,17,4018859.102
276.8859251,10,401885.9102
1497.907463,11,155395.8853
1997.209951,12,468866.8953
10439.96111,14,2679239.402
1134.778381,12,283999.3766
1216.482425,14,133961.9701
726.2581641,12,364376.5586
30865.97197,14,2947163.342
1588.689734,16,254527.7432
2496.512439,12,227735.3492
1861.036546,13,535847.8805
3313.552874,12,535847.8805
3131.988333,12,455470.6983
2178.774492,17,308112.5312
2814.250386,17,535847.8805
1997.209951,12,401885.9102
1861.036546,15,321508.7282
1906.427681,12,1232450.125
9078.227051,16,1979957.918
1180.169517,12,265244.7008
5946.238719,16,2210372.506
3313.552874,12,211659.9127
1770.254275,16,267923.9402
2042.601087,13,200942.9551
2950.423792,16,1071695.761
11801.69517,17,3215087.282
499.3024878,7,321508.7282
29867.367,16,3483011.222
998.6049757,14,133961.9701
1951.818816,16,455470.6983
1861.036546,8,160754.3641
3222.770603,12,348301.1222
11120.82814,16,1339619.701
3041.206062,13,160754.3641
1180.169517,16,428678.3043
2587.29471,16,241131.5462
635.4758936,12,93773.37905
3449.72628,14,401885.9102
3404.335144,16,637658.9775
680.8670289,9,190225.9975
1134.778381,12,200942.9551
953.2138404,14,479583.8529
2723.468115,12,254527.7432
41305.93308,16,6698098.505
5991.629854,16,750187.0325
15977.67961,16,2679239.402
413.0593308,17,107169.5761
3404.335144,12,227735.3492
9759.09408,16,1090450.437
1724.86314,11,401885.9102
34361.08939,16,3483011.222
11075.437,17,2143391.521
16567.76437,12,117886.5337
5401.545096,17,2277353.492
3585.899685,13,412602.8679
2042.601087,12,305433.2918
2632.685845,12,254527.7432
3540.50855,12,937733.7905
1634.080869,15,200942.9551
1770.254275,13,1071695.761
6263.976665,17,830564.2145
1561.455053,13,937733.7905
1861.036546,16,294716.3342
1906.427681,14,535847.8805
5310.762825,16,712677.681
5583.109637,12,634979.738
4902.242608,17,857356.6085
4221.375579,4,803771.8205
16522.37323,14,1004714.776
3767.464226,12,803771.8205
4266.766714,16,669809.8505
6808.670289,16,736790.8355
4902.242608,17,535847.8805
33861.7869,16,7769794.265
12800.30014,17,2143391.521
16613.1555,12,5546025.56
2224.165628,12,361697.3192
13254.2115,16,1385166.771
8397.360023,17,1473581.671
2137.922471,12,294716.3342
5764.674178,12,1178865.337
2768.859251,17,509055.4865
635.4758936,11,1071695.761
3041.206062,11,415282.1073
2042.601087,15,602828.8655
2496.512439,12,200942.9551
998.6049757,9,40188.59102
1543.298599,12,174150.5611
17611.76048,12,1071695.761
3540.50855,16,535847.8805
1724.86314,12,367055.798
3449.72628,14,420640.5861
6037.020989,17,174150.5611
7580.319588,16,1473581.671
11529.34836,12,803771.8205
24874.34212,16,1004714.776
2451.121304,16,910941.3965
15206.03031,16,2143391.521
1724.86314,5,798413.3415
4539.113526,16,442074.5013
1043.996111,12,262565.4614
1134.778381,11,101811.0973
2678.07698,16,991318.5785
2405.730169,17,455470.6983
8034.230941,17,736790.8355
2632.685845,17,492980.0499
8397.360023,17,1071695.761
2269.556763,11,669809.8505
1588.689734,12,340263.404
5129.198284,12,669809.8505
771.6492994,10,13396.19701
680.8670289,10,321508.7282
1861.036546,13,334904.9252
3404.335144,16,1125280.549
14797.51009,17,2009429.551
2723.468115,16,442074.5013
2133.383357,12,468866.8953
9668.31181,17,9645261.845
8034.230941,12,937733.7905
8034.230941,17,726073.878
11393.17495,17,2143391.521
1588.689734,14,417961.3467
28732.58862,16,1406600.686
2632.685845,15,634979.738
2269.556763,10,214339.1521
4039.811038,12,1071695.761
2360.339033,16,535847.8805
2995.814927,13,348301.1222
3767.464226,16,937733.7905
9395.964998,16,937733.7905
817.0404346,12,1607543.641
4539.113526,16,576036.4715
1906.427681,14,200942.9551
2178.774492,16,305433.2918
3404.335144,17,1069016.521
18882.71227,17,1473581.671
3631.290821,14,562640.2745
7489.537317,9,455470.6983
1452.516328,17,632300.499
2269.556763,12,348301.1222
3041.206062,10,166112.8429
771.6492994,6,40188.59102
3585.899685,17,434036.7831
3631.290821,17,187546.7581
1225.560652,11,160754.3641
6899.452559,17,830564.2145
1497.907463,16,120565.7731
2042.601087,14,375093.5162
907.8227051,12,115207.2943
1997.209951,14,37509.35162
5537.718501,9,187546.7581
5719.283042,15,562640.2745
1588.689734,15,174150.5611
4312.157849,16,4018859.102
5719.283042,16,736790.8355
953.2138404,16,58943.26685
1452.516328,16,176829.8005
1906.427681,14,230414.5886
18156.4541,14,1138676.746
4175.984444,16,1138676.746
4811.460337,14,720715.399
6808.670289,16,468866.8953
3086.597197,12,803771.8205
1043.996111,16,133961.9701
1361.734058,14,200942.9551
5129.198284,15,1875467.581
2950.423792,12,294716.3342
1270.951787,15,1460185.474
3404.335144,12,452791.4589
6672.496883,13,2277353.492
4539.113526,11,884149.0025
2269.556763,12,214339.1521
8125.013211,12,401885.9102
2451.121304,16,803771.8205
1407.125193,12,452791.4589
19291.23248,17,1741505.611
590.0847583,5,401885.9102
544.6936231,12,174150.5611
1634.080869,16,321508.7282
499.3024878,12,75018.70325
2768.859251,17,463508.4165
2314.947898,11,214339.1521
2995.814927,17,80377.18205
1543.298599,13,388489.7132
2723.468115,13,348301.1222
2251.400309,12,774300.187
2455.660417,12,669809.8505
1815.64541,14,1004714.776
1225.560652,16,468866.8953
2723.468115,16,412602.8679
5038.416014,12,455470.6983
5900.847583,17,468866.8953
1974.514384,10,294716.3342
4221.375579,17,321508.7282
38400.90043,16,870752.8055
3495.117415,10,294716.3342
7171.799371,17,736790.8355
3812.855362,12,294716.3342
3812.855362,13,428678.3043
3449.72628,12,803771.8205
1815.64541,16,120565.7731
19699.7527,17,1607543.641
1270.951787,12,227735.3492
1724.86314,14,200942.9551
4221.375579,12,428678.3043
817.0404346,14,267923.9402
1634.080869,12,203622.1945
1180.169517,16,723394.6385
635.4758936,12,133961.9701
5174.589419,17,1875467.581
4720.678067,17,442074.5013
1180.169517,13,120565.7731
17021.67572,17,2679239.402
11847.0863,15,1808486.596
1770.254275,12,206301.4339
3404.335144,14,428678.3043
13299.60263,17,2009429.551
1861.036546,16,401885.9102
4539.113526,12,669809.8505
1089.387246,15,348301.1222
3812.855362,16,468866.8953
8125.013211,16,1741505.611
5719.283042,16,1004714.776
20789.13995,17,3215087.282
2451.121304,14,401885.9102
2405.730169,12,241131.5462
2133.383357,12,361697.3192
7262.581641,17,1018110.973
4085.202173,12,1071695.761
3131.988333,12,937733.7905
3812.855362,14,428678.3043
544.6936231,12,208980.6733
2950.423792,13,348301.1222
2087.992222,15,32150.87282
11574.73949,16,870752.8055
5855.456448,16,468866.8953
2269.556763,8,25452.77432
1443.438101,13,321508.7282
9305.182728,16,519772.444
1180.169517,12,2143.391521
4130.593308,16,2143391.521
8851.271375,17,937733.7905
635.4758936,12,5358.478805
1713.969267,12,669809.8505
8170.404346,16,1152072.943
2632.685845,12,318829.4888
1497.907463,12,267923.9402
22014.7006,12,2947163.342
5219.980555,16,2411315.462
